city,Cloudiness,country,Date,Humidity,lat,lng,Max_Temp,Wind Speed
diofior,0.0,sn,2018-05-24 13:00:00,51.0,13.84084633536186,-17.017812786221214,29.0,4.6
inderborskiy,0.0,kz,2018-05-24 14:17:24,20.0,48.21815270509666,51.81422064747224,30.57,5.01
mehamn,88.0,no,2018-05-24 14:17:26,90.0,76.83931195678736,27.459864188006577,0.97,6.51
barvinkove,88.0,ua,2018-05-24 14:17:27,52.0,48.88340232035543,37.094887963667276,25.22,4.46
san vicente de canete,36.0,pe,2018-05-24 14:17:55,99.0,-13.524742923695072,-77.10592792044245,17.61,6.71
biak,92.0,id,2018-05-24 14:17:30,97.0,3.8127101184471712,139.58707953286796,30.42,5.81
fethiye,0.0,tr,2018-05-24 14:17:32,100.0,35.54355288743069,29.281824489828296,22.72,6.96
kanbe,75.0,mm,2018-05-24 13:30:00,74.0,16.451712793101862,96.03346948491867,29.0,2.6
rameswaram,92.0,in,2018-05-24 14:17:34,97.0,9.021401354038815,79.790150441972,30.07,6.71
ilulissat,48.0,gl,2018-05-24 14:17:36,100.0,72.58994852649221,-44.73351919077294,-14.34,6.51
opuwo,0.0,na,2018-05-24 14:17:37,19.0,-17.540112335336218,13.793187095795133,28.11,3.31
kuala perlis,75.0,my,2018-05-24 14:00:00,94.0,6.395838932071825,99.99695956326013,26.0,1.5
fushun,0.0,cn,2018-05-24 14:17:40,58.0,41.790292657008195,124.47275579373189,16.97,2.66
richards bay,56.0,za,2018-05-24 14:17:41,99.0,-30.12970058275235,35.71028405335062,23.82,6.26
mogadouro,76.0,pt,2018-05-24 14:17:43,68.0,41.23089788250999,-6.530572477955786,19.56,4.31
wau,36.0,pg,2018-05-24 14:17:44,100.0,-7.7340669094867,146.53300077384893,20.36,0.71
roald,8.0,no,2018-05-24 14:17:45,100.0,75.38749017364287,0.39316821285785863,0.11,6.91
mandiana,0.0,gn,2018-05-24 14:17:47,43.0,10.804810564252875,-8.733597067481952,35.97,2.91
kyzyl-suu,0.0,kg,2018-05-24 14:17:48,19.0,40.76839736466715,78.35321054848981,3.17,1.06
klaksvik,88.0,fo,2018-05-24 14:17:50,100.0,72.88765648646654,-2.9212876366287333,2.47,5.41
louisbourg,92.0,ca,2018-05-24 14:17:51,100.0,40.25336080009578,-57.14967286250685,19.31,6.71
lianzhou,32.0,cn,2018-05-24 14:17:52,73.0,25.198477256878206,112.64108805843762,25.52,3.86
souillac,32.0,mu,2018-05-24 14:17:54,96.0,-46.26362098290902,71.2001462324927,6.92,14.46
ngukurr,0.0,au,2018-05-24 14:17:55,46.0,-17.66718167299929,136.49981807074408,16.42,3.36
dengzhou,48.0,cn,2018-05-24 14:17:56,96.0,33.48933325614367,111.65600223684771,16.06,0.31
brae,0.0,gb,2018-05-24 14:17:58,95.0,64.17088543813679,-1.3830499880712637,8.72,9.66
saint anthony,24.0,ca,2018-05-24 14:17:59,100.0,53.70949048014771,-55.01716759111051,-1.09,7.66
whitehorse,12.0,ca,2018-05-24 14:18:01,39.0,61.58938327025416,-135.1201581394988,7.11,2.76
naushki,8.0,ru,2018-05-24 14:18:02,62.0,50.49105699596086,106.1076322865095,14.06,3.41
amlagora,0.0,in,2018-05-24 14:18:03,53.0,22.93624946591558,87.34304877061851,32.61,6.91
ojinaga,1.0,mx,2018-05-24 13:35:00,64.0,29.927623999120115,-104.10215201098946,20.0,2.1
guaruja,0.0,br,2018-05-24 14:18:06,100.0,-25.323586447951115,-45.554427892665416,21.47,3.01
bubaque,92.0,gw,2018-05-24 14:18:07,100.0,4.793887352897372,-22.277004288519237,25.97,3.31
zhuozhou,48.0,cn,2018-05-24 14:18:09,59.0,39.378287345378624,116.26666858034622,21.47,6.06
luga,0.0,ru,2018-05-24 14:18:10,43.0,58.71522118178203,29.861534736120575,20.36,3.86
zlitan,0.0,ly,2018-05-24 14:18:12,100.0,33.35649517027396,14.643846940060882,20.72,2.51
hailar,64.0,cn,2018-05-24 14:18:13,79.0,46.65596441151641,118.92412007092355,8.17,2.66
bakchar,80.0,ru,2018-05-24 14:18:14,50.0,56.30936386477245,82.09517732773116,8.67,3.66
balkhash,0.0,kz,2018-05-24 14:18:16,33.0,45.85915149429064,76.17398876771091,12.47,1.21
andijon,0.0,uz,2018-05-24 14:18:17,72.0,40.259099361741534,72.7361069769592,8.36,1.06
palembang,48.0,id,2018-05-24 14:18:19,93.0,-2.5737062705077847,104.42584006680471,24.77,1.61
maragogi,76.0,br,2018-05-24 14:18:20,100.0,-16.11891190295418,-25.177628996432418,24.07,7.86
mazagao,92.0,br,2018-05-24 14:18:21,87.0,0.6927695466893056,-53.02486268193039,25.82,1.31
santarem,56.0,br,2018-05-24 14:18:23,96.0,-3.072832140314418,-55.05171432629554,25.97,1.41
pichayevo,88.0,ru,2018-05-24 14:18:24,53.0,53.415507916367375,42.18838784192755,24.82,1.76
caconda,48.0,ao,2018-05-24 14:18:26,34.0,-15.268964625283473,15.303250079684489,24.32,2.76
radovan,0.0,ro,2018-05-24 13:30:00,36.0,44.16084101433566,23.628129640733107,26.0,3.1
acarau,92.0,br,2018-05-24 14:18:28,100.0,-0.634883219877409,-40.14309018720266,26.52,6.01
lulea,0.0,se,2018-05-24 13:20:00,44.0,65.53220780098678,22.093096532094876,14.0,3.6
